id,refseq,gene,chrom,start,end
1852,K02459,K02459,,,
1853,K02458,K02458,,,
1854,K02457,K02457,,,
1855,K02456,K02456,,,
1856,K02455,K02455,,,
1857,K02454,K02454,,,
1858,K02453,K02453,,,
1859,K02452,K02452,,,
1860,K02450,K02450,,,
1863,K11066,K11066,,,
1866,K10000,K10000,,,
1867,K09997,K09997,,,
1868,K09999,K09999,,,
1869,K09998,K09998,,,
1870,K09996,K09996,,,
1874,K03212,K03212,,,
1876,K11074,K11074,,,
1877,K11075,K11075,,,
1878,K11076,K11076,,,
1879,K11073,K11073,,,
1881,K05844,K05844,,,
1882,K10678,K10678,,,
1883,K03674,K03674,,,
1885,K07085,K07085,,,
1887,K03892,K03892,,,
1892,K07024,K07024,,,
1893,K08160,K08160,,,
1895,K19302,K19302,,,
1896,K11534,K11534,,,
1901,K14441,K14441,,,
1902,K13891,K13891,,,
1903,K13890,K13890,,,
1904,K13889,K13889,,,
1905,K13892,K13892,,,
1906,K13051,K13051,,,
1907,K03750,K03750,,,
1908,K11996,K11996,,,
1909,K08313,K08313,,,
1912,K07757,K07757,,,
1915,K08191,K08191,,,
1916,K01187,K01187,,,
1918,K19235,K19235,,,
1919,K03492,K03492,,,
1927,K07214,K07214,,,
1928,K07017,K07017,,,
1932,K03446,K03446,,,
1933,K03543,K03543,,,
1935,K11924,K11924,,,
1938,K11934,K11934,,,
1939,K11939,K11939,,,
1940,K04047,K04047,,,
1941,K10036,K10036,,,
1942,K10037,K10037,,,
1943,K10038,K10038,,,
1945,K06970,K06970,,,
1947,K13650,K13650,,,
1957,K11927,K11927,,,
1959,K01993,K01993,,,
1960,K01990,K01990,,,
1961,K01992,K01992,,,
1965,K06132,K06132,,,
1966,K07027,K07027,,,
1967,K06890,K06890,,,
1968,K03635,K03635,,,
1969,K03636,K03636,,,
1970,K03637,K03637,,,
1971,K03638,K03638,,,
1972,K03639,K03639,,,
1974,K03702,K03702,,,
1977,K02169,K02169,,,
1978,K00652,K00652,,,
1979,K01012,K01012,,,
1980,K00833,K00833,,,
1981,K06910,K06910,,,
1982,K01745,K01745,,,
1983,K01712,K01712,,,
1984,K05836,K05836,,,
1985,K01479,K01479,,,
1986,K01468,K01468,,,
1987,K01051,K01051,,,
1988,K07404,K07404,,,
1990,K02017,K02017,,,
1991,K02018,K02018,,,
1994,K02019,K02019,,,
1995,K05776,K05776,,,
1996,K01784,K01784,,,
1997,K00965,K00965,,,
1998,K00849,K00849,,,
1999,K01785,K01785,,,
2000,K01834,K01834,,,
2003,K16264,K16264,,,
2004,K03811,K03811,,,
2005,K03517,K03517,,,
2011,K03640,K03640,,,
2012,K03641,K03641,,,
2013,K03646,K03646,,,
2014,K03560,K03560,,,
2015,K03562,K03562,,,
2016,K07107,K07107,,,
2019,K00426,K00426,,,
2020,K00425,K00425,,,
2021,K15524,K15524,,,
2022,K11198,K11198,,,
2022,K11199,K11199,,,
2022,K11200,K11200,,,
2023,K11922,K11922,,,
2024,K01902,K01902,,,
2025,K01903,K01903,,,
2026,K00658,K00658,,,
2027,K00164,K00164,,,
2028,K00240,K00240,,,
2029,K00239,K00239,,,
2030,K00242,K00242,,,
2031,K00241,K00241,,,
2032,K01647,K01647,,,
2033,K05522,K05522,,,
2034,K07160,K07160,,,
2038,K01669,K01669,,,
2041,K01546,K01546,,,
2042,K01547,K01547,,,
2043,K01548,K01548,,,
2044,K07646,K07646,,,
2045,K07667,K07667,,,
2046,K01581,K01581,,,
2047,K03756,K03756,,,
2048,K01835,K01835,,,
2049,K03645,K03645,,,
2050,K01175,K01175,,,
2052,K03839,K03839,,,
2053,K03711,K03711,,,
2056,K01886,K01886,,,
2057,K02802,K02802,,,
2057,K02803,K02803,,,
2057,K02804,K02804,,,
2058,K02564,K02564,,,
2059,K01443,K01443,,,
2060,K02565,K02565,,,
2061,K02566,K02566,,,
2062,K01953,K01953,,,
2070,K03184,K03184,,,
2071,K06168,K06168,,,
2073,K07042,K07042,,,
2074,K06189,K06189,,,
2075,K03820,K03820,,,
2076,K10001,K10001,,,
2077,K10003,K10003,,,
2078,K10002,K10002,,,
2079,K10004,K10004,,,
2080,K01250,K01250,,,
2082,K01869,K01869,,,
2083,K03643,K03643,,,
2084,K02340,K02340,,,
2085,K00969,K00969,,,
2086,K09710,K09710,,,
2087,K00783,K00783,,,
2088,K05515,K05515,,,
2089,K05837,K05837,,,
2090,K03642,K03642,,,
2092,K09158,K09158,,,
2093,K03801,K03801,,,
2095,K03644,K03644,,,
2096,K03425,K03425,,,
2098,K06199,K06199,,,
2101,K07787,K07787,,,
2102,K07798,K07798,,,
2106,K03326,K03326,,,
2107,K01169,K01169,,,
2108,K11202,K11202,,,
2109,K11203,K11203,,,
2112,K11189,K11189,,,
2112,K11201,K11201,,,
2115,K06140,K06140,,,
2118,K03387,K03387,,,
2119,K03386,K03386,,,
2123,K14287,K14287,,,
2124,K08964,K08964,,,
2125,K09880,K09880,,,
2126,K08967,K08967,,,
2130,K08963,K08963,,,
2131,K00899,K00899,,,
2133,K02058,K02058,,,
2134,K02057,K02057,,,
2135,K02056,K02056,,,
2136,K08317,K08317,,,
2141,K06200,K06200,,,
2143,K00216,K00216,,,
2144,K01252,K01252,,,
2145,K02363,K02363,,,
2146,K02361,K02361,,,
2148,K08225,K08225,,,
2152,K02364,K02364,,,
2156,K02362,K02362,,,
2157,K11606,K11606,,,
2158,K11605,K11605,,,
2159,K11607,K11607,,,
2160,K11604,K11604,,,
2164,K19048,K19048,,,
2165,K02168,K02168,,,
2166,K02167,K02167,,,
2167,K00130,K00130,,,
2168,K00108,K00108,,,
2176,K03366,K03366,,,
2177,K01652,K01652,,,
2178,K01575,K01575,,,
2180,K09765,K09765,,,
2186,K00077,K00077,,,
2187,K06048,K06048,,,
2194,K18325,K18325,,,
2198,K10679,K10679,,,
2203,K16053,K16053,,,
2208,K11732,K11732,,,
2209,K07093,K07093,,,
2226,K08088,K08088,,,
2227,K07688,K07688,,,
2228,K07348,K07348,,,
2229,K07350,K07350,,,
2232,K07351,K07351,,,
2234,K01491,K01491,,,
2235,K14761,K14761,,,
2236,K02763,K02763,,,
2236,K02764,K02764,,,
2236,K02765,K02765,,,
2239,K01883,K01883,,,
2240,K03768,K03768,,,
2241,K03269,K03269,,,
2242,K01588,K01588,,,
2243,K01589,K01589,,,
2244,K06917,K06917,,,
2246,K02004,K02004,,,
2247,K02003,K02003,,,
2248,K10804,K10804,,,
2249,K00540,K00540,,,
2250,K05838,K05838,,,
2251,K02069,K02069,,,
2252,K02068,K02068,,,
2255,K07340,K07340,,,
2256,K11923,K11923,,,
2257,K17686,K17686,,,
2258,K09973,K09973,,,
2259,K03976,K03976,,,
2260,K11751,K11751,,,
2261,K08223,K08223,,,
2262,K03455,K03455,,,
2263,K00892,K00892,,,
2264,K01772,K01772,,,
2265,K00939,K00939,,,
2266,K04079,K04079,,,
2267,K06187,K06187,,,
2268,K09747,K09747,,,
2269,K02343,K02343,,,
2270,K00759,K00759,,,
2271,K09790,K09790,,,
2272,K04067,K04067,,,
2274,K05802,K05802,,,
2275,K03577,K03577,,,
2276,K03585,K03585,,,
2277,K18138,K18138,,,
2278,K19162,K19162,,,
2279,K05839,K05839,,,
2280,K00661,K00661,,,
2282,K00375,K00375,,,
2284,K02919,K02919,,,
2285,K02909,K02909,,,
2288,K08970,K08970,,,
2289,K01190,K01190,,,
2295,K07443,K07443,,,
2296,K09914,K09914,,,
2297,K10805,K10805,,,
2298,K03320,K03320,,,
2299,K04752,K04752,,,
2300,K18890,K18890,,,
2301,K18889,K18889,,,
2302,K05800,K05800,,,
2304,K11938,K11938,,,
2306,K06920,K06920,,,
2307,K12500,K12500,,,
2308,K02237,K02237,,,
2309,K03770,K03770,,,
2310,K03530,K03530,,,
2311,K01338,K01338,,,
2312,K03544,K03544,,,
2313,K01358,K01358,,,
2314,K03545,K03545,,,
2315,K05527,K05527,,,
2316,K07286,K07286,,,
2317,K08218,K08218,,,
2319,K02297,K02297,,,
2320,K02298,K02298,,,
2321,K02299,K02299,,,
2322,K02300,K02300,,,
2323,K02301,K02301,,,
2324,K02431,K02431,,,
2325,K00879,K00879,,,
2326,K01818,K01818,,,
2327,K10441,K10441,,,
2328,K10440,K10440,,,
2329,K10439,K10439,,,
2332,K01628,K01628,,,
2334,K09767,K09767,,,
2336,K03152,K03152,,,
2340,K03710,K03710,,,
2341,K03151,K03151,,,
2342,K03602,K03602,,,
2343,K00795,K00795,,,
2344,K01662,K01662,,,
2346,K00946,K00946,,,
2347,K03625,K03625,,,
2348,K00794,K00794,,,
2349,K11752,K11752,,,
2350,K07738,K07738,,,
2354,K06996,K06996,,,
2355,K03074,K03074,,,
2356,K03072,K03072,,,
2357,K03210,K03210,,,
2358,K00773,K00773,,,
2359,K07568,K07568,,,
2360,K08682,K08682,,,
2365,K11736,K11736,,,
2366,K03311,K03311,,,
2367,K07636,K07636,,,
2368,K07657,K07657,,,
2369,K03547,K03547,,,
2370,K03546,K03546,,,
2372,K03554,K03554,,,
2373,K09913,K09913,,,
2374,K14591,K14591,,,
2376,K00891,K00891,,,
2377,K09768,K09768,,,
2378,K00286,K00286,,,
2379,K18968,K18968,,,
2384,K01921,K01921,,,
2388,K17938,K17938,,,
2389,K18988,K18988,,,
2393,K01698,K01698,,,
2395,K03119,K03119,,,
2396,K15552,K15552,,,
2397,K10831,K10831,,,
2398,K15551,K15551,,,
2399,K00547,K00547,,,
2400,K16235,K16235,,,
2405,K09982,K09982,,,
2416,K06919,K06919,,,
2420,K07733,K07733,,,
2428,K00147,K00147,,,
2429,K00931,K00931,,,
2430,K11929,K11929,,,
2431,K11926,K11926,,,
2432,K11750,K11750,,,
2433,K00769,K00769,,,
2434,K01270,K01270,,,
2435,K02346,K02346,,,
2436,K05952,K05952,,,
2437,K00351,K00351,,,
2438,K00350,K00350,,,
2439,K00349,K00349,,,
2440,K00348,K00348,,,
2441,K00347,K00347,,,
2442,K00346,K00346,,,
2444,K07008,K07008,,,
2445,K03271,K03271,,,
2446,K06445,K06445,,,
2447,K08590,K08590,,,
2448,K00681,K00681,,,
2456,K02342,K02342,,,
2457,K03469,K03469,,,
2459,K01069,K01069,,,
2460,K08307,K08307,,,
2465,K06222,K06222,,,
2475,K00014,K00014,,,
2476,K07566,K07566,,,
2477,K07479,K07479,,,
2478,K03747,K03747,,,
2479,K04096,K04096,,,
2480,K01462,K01462,,,
2481,K00604,K00604,,,
2482,K03500,K03500,,,
2483,K03499,K03499,,,
2484,K03282,K03282,,,
2485,K09890,K09890,,,
2486,K13638,K13638,,,
2488,K02879,K02879,,,
2489,K03040,K03040,,,
2490,K02986,K02986,,,
2491,K02948,K02948,,,
2492,K02952,K02952,,,
2494,K03076,K03076,,,
2495,K02876,K02876,,,
2496,K02907,K02907,,,
2497,K02988,K02988,,,
2498,K02881,K02881,,,
2499,K02933,K02933,,,
2500,K02994,K02994,,,
2501,K02954,K02954,,,
2502,K02931,K02931,,,
2503,K02895,K02895,,,
2504,K02874,K02874,,,
2505,K02961,K02961,,,
2506,K02904,K02904,,,
2507,K02878,K02878,,,
2508,K02982,K02982,,,
2509,K02890,K02890,,,
2510,K02965,K02965,,,
2511,K02886,K02886,,,
2512,K02892,K02892,,,
2513,K02926,K02926,,,
2514,K02906,K02906,,,
2515,K02946,K02946,,,
2517,K03594,K03594,,,
2518,K02192,K02192,,,
2519,K02358,K02358,,,
2521,K02992,K02992,,,
2522,K02950,K02950,,,
2523,K07237,K07237,,,
2524,K07236,K07236,,,
2525,K07235,K07235,,,
2527,K03772,K03772,,,
2528,K03745,K03745,,,
2529,K03775,K03775,,,
2530,K07070,K07070,,,
2531,K11747,K11747,,,
2532,K11748,K11748,,,
2533,K06158,K06158,,,
2534,K13928,K13928,,,
2535,K13935,K13935,,,
2536,K13934,K13934,,,
2537,K13936,K13936,,,
2538,K13933,K13933,,,
2539,K13932,K13932,,,
2540,K13931,K13931,,,
2541,K13930,K13930,,,
2542,K13929,K13929,,,
2544,K07019,K07019,,,
2545,K09898,K09898,,,
2546,K00855,K00855,,,
2547,K07397,K07397,,,
2548,K10914,K10914,,,
2550,K00821,K00821,,,
2551,K01664,K01664,,,
2552,K04095,K04095,,,
2553,K03767,K03767,,,
2554,K06141,K06141,,,
2556,K00363,K00363,,,
2557,K02302,K02302,,,
2559,K01867,K01867,,,
2560,K01091,K01091,,,
2561,K01783,K01783,,,
2562,K06223,K06223,,,
2563,K03112,K03112,,,
2564,K01735,K01735,,,
2567,K02507,K02507,,,
2568,K12291,K12291,,,
2569,K12290,K12290,,,
2570,K12289,K12289,,,
2571,K12288,K12288,,,
2572,K05366,K05366,,,
2573,K08312,K08312,,,
2576,K07025,K07025,,,
2577,K04762,K04762,,,
2578,K04083,K04083,,,
2579,K01610,K01610,,,
2580,K07638,K07638,,,
2581,K07659,K07659,,,
2582,K04760,K04760,,,
2583,K06959,K06959,,,
2584,K04758,K04758,,,
2585,K04759,K04759,,,
2586,K07490,K07490,,,
2587,K02170,K02170,,,
2589,K07400,K07400,,,
2590,K06155,K06155,,,
2591,K00705,K00705,,,
2592,K00688,K00688,,,
2593,K03556,K03556,,,
2595,K02441,K02441,,,
2596,K02439,K02439,,,
2600,K00703,K00703,,,
2601,K00975,K00975,,,
2603,K00700,K00700,,,
2604,K00133,K00133,,,
2607,K06156,K06156,,,
2608,K00851,K00851,,,
2609,K06145,K06145,,,
2612,K03825,K03825,,,
2616,K05816,K05816,,,
2617,K05815,K05815,,,
2618,K05814,K05814,,,
2619,K05813,K05813,,,
2629,K00823,K00823,,,
2630,K03089,K03089,,,
2631,K09811,K09811,,,
2632,K09812,K09812,,,
2633,K03110,K03110,,,
2634,K08316,K08316,,,
2635,K08993,K08993,,,
2638,K01534,K01534,,,
2642,K04085,K04085,,,
2643,K09125,K09125,,,
2662,K06133,K06133,,,
2663,K12963,K12963,,,
2664,K12962,K12962,,,
2665,K07264,K07264,,,
2666,K13014,K13014,,,
2667,K10011,K10011,,,
2668,K10012,K10012,,,
2669,K07806,K07806,,,
2670,K13727,K13727,,,
2674,K05794,K05794,,,
2677,K07644,K07644,,,
2678,K07665,K07665,,,
2681,K07233,K07233,,,
2690,K07810,K07810,,,
2691,K07796,K07796,,,
2699,K15773,K15773,,,
2705,K07007,K07007,,,
2706,K16322,K16322,,,
2707,K06144,K06144,,,
2708,K06149,K06149,,,
2709,K15984,K15984,,,
2710,K01414,K01414,,,
2711,K07115,K07115,,,
2712,K00383,K00383,,,
2721,K07058,K07058,,,
2723,K07290,K07290,,,
2725,K00874,K00874,,,
2727,K11103,K11103,,,
2730,K01179,K01179,,,
2732,K00694,K00694,,,
2738,K03524,K03524,,,
2739,K00075,K00075,,,
2741,K00230,K00230,,,
2742,K03498,K03498,,,
2744,K01271,K01271,,,
2745,K01825,K01825,,,
2747,K01879,K01879,,,
2748,K01878,K01878,,,
2752,K01805,K01805,,,
2753,K10543,K10543,,,
2754,K10545,K10545,,,
2755,K10544,K10544,,,
2757,K03796,K03796,,,
2759,K00835,K00835,,,
2760,K05796,K05796,,,
2762,K08092,K08092,,,
2766,K00880,K00880,,,
2767,K03081,K03081,,,
2768,K03082,K03082,,,
2769,K03080,K03080,,,
2772,K09955,K09955,,,
2773,K00138,K00138,,,
2775,K03833,K03833,,,
2776,K01042,K01042,,,
2778,K02798,K02798,,,
2778,K02799,K02799,,,
2778,K02800,K02800,,,
2779,K00009,K00009,,,
2780,K02562,K02562,,,
2781,K14762,K14762,,,
2786,K00427,K00427,,,
2787,K14348,K14348,,,
2788,K00101,K00101,,,
2789,K08195,K08195,,,
2790,K03216,K03216,,,
2791,K00053,K00053,,,
2792,K02521,K02521,,,
2793,K01754,K01754,,,
2794,K01687,K01687,,,
2795,K00826,K00826,,,
2796,K11258,K11258,,,
2798,K07391,K07391,,,
2799,K09897,K09897,,,
2804,K01776,K01776,,,
2805,K16092,K16092,,,
2806,K00557,K00557,,,
2809,K00322,K00322,,,
2810,K04761,K04761,,,
2811,K01755,K01755,,,
2812,K00930,K00930,,,
2813,K00145,K00145,,,
2814,K01438,K01438,,,
2815,K01595,K01595,,,
2816,K08314,K08314,,,
2817,K00005,K00005,,,
2818,K03782,K03782,,,
2819,K00297,K00297,,,
2820,K12525,K12525,,,
2821,K01739,K01739,,,
2822,K03764,K03764,,,
2824,K04066,K04066,,,
2825,K05499,K05499,,,
2826,K03591,K03591,,,
2827,K01419,K01419,,,
2828,K03667,K03667,,,
2829,K02548,K02548,,,
2830,K02553,K02553,,,
2832,K09892,K09892,,,
2833,K02440,K02440,,,
2834,K00864,K00864,,,
2835,K02446,K02446,,,
2836,K00528,K00528,,,
2839,K01803,K01803,,,
2841,K01521,K01521,,,
2843,K00850,K00850,,,
2844,K13283,K13283,,,
2845,K06006,K06006,,,
2846,K07662,K07662,,,
2847,K07640,K07640,,,
2850,K02856,K02856,,,
2851,K02854,K02854,,,
2852,K02855,K02855,,,
2854,K00848,K00848,,,
2855,K01813,K01813,,,
2856,K01629,K01629,,,
2857,K10559,K10559,,,
2858,K10562,K10562,,,
2859,K10560,K10560,,,
2860,K10561,K10561,,,
2862,K03534,K03534,,,
2863,K02532,K02532,,,
2864,K07407,K07407,,,
2874,K02379,K02379,,,
2877,K00124,K00124,,,
2878,K00127,K00127,,,
2879,K02380,K02380,,,
2880,K07062,K07062,,,
2882,K01066,K01066,,,
2884,K07560,K07560,,,
2888,K18478,K18478,,,
2889,K08318,K08318,,,
2890,K01671,K01671,,,
2891,K18479,K18479,,,
2892,K15922,K15922,,,
2896,K06207,K06207,,,
2897,K01915,K01915,,,
2898,K07708,K07708,,,
2899,K07712,K07712,,,
2901,K02495,K02495,,,
2902,K09894,K09894,,,
2903,K03978,K03978,,,
2904,K02335,K02335,,,
2906,K03673,K03673,,,
2908,K09896,K09896,,,
2909,K03752,K03752,,,
2910,K03753,K03753,,,
2920,K00852,K00852,,,
2924,K06726,K06726,,,
2925,K03549,K03549,,,
2926,K03924,K03924,,,
2928,K01914,K01914,,,
2929,K03718,K03718,,,
2930,K06205,K06205,,,
2931,K03495,K03495,,,
2932,K03501,K03501,,,
2933,K02116,K02116,,,
2934,K02108,K02108,,,
2935,K02110,K02110,,,
2936,K02109,K02109,,,
2937,K02113,K02113,,,
2938,K02111,K02111,,,
2939,K02115,K02115,,,
2940,K02112,K02112,,,
2941,K02114,K02114,,,
2942,K04042,K04042,,,
2943,K00820,K00820,,,
2944,K02040,K02040,,,
2945,K02037,K02037,,,
2946,K02038,K02038,,,
2947,K02036,K02036,,,
2948,K02039,K02039,,,
2950,K06901,K06901,,,
2954,K08163,K08163,,,
2955,K03650,K03650,,,
2956,K03217,K03217,,,
2957,K03536,K03536,,,
2958,K02914,K02914,,,
2959,K02313,K02313,,,
2960,K02338,K02338,,,
2961,K03629,K03629,,,
2962,K02470,K02470,,,
2963,K13637,K13637,,,
2967,K00073,K00073,,,
2971,K00883,K00883,,,
2972,K01631,K01631,,,
2973,K01684,K01684,,,
2974,K08194,K08194,,,
2978,K04081,K04081,,,
2980,K03482,K03482,,,
2981,K02749,K02749,,,
2981,K02750,K02750,,,
2983,K00389,K00389,,,
2985,K01753,K01753,,,
2986,K13629,K13629,,,
2987,K13636,K13636,,,
2988,K08154,K08154,,,
2992,K19166,K19166,,,
2993,K18831,K18831,,,
2995,K01653,K01653,,,
2996,K07686,K07686,,,
2997,K07675,K07675,,,
2998,K07783,K07783,,,
2999,K07784,K07784,,,
3004,K03445,K03445,,,
3006,K02024,K02024,,,
3014,K18139,K18139,,,
3045,K07127,K07127,,,
3047,K03098,K03098,,,
3057,K03827,K03827,,,
3088,K16345,K16345,,,
3089,K03312,K03312,,,
3090,K03655,K03655,,,
3091,K00556,K00556,,,
3092,K01139,K01139,,,
3093,K03060,K03060,,,
3094,K00942,K00942,,,
3105,K00989,K00989,,,
3106,K00762,K00762,,,
3107,K05501,K05501,,,
3108,K01520,K01520,,,
3109,K13038,K13038,,,
3110,K03630,K03630,,,
3111,K02902,K02902,,,
3112,K02913,K02913,,,
3113,K10563,K10563,,,
3114,K00954,K00954,,,
3115,K12984,K12984,,,
3116,K02527,K02527,,,
3119,K02844,K02844,,,
3120,K02849,K02849,,,
3122,K02847,K02847,,,
3125,K02841,K02841,,,
3126,K02843,K02843,,,
3127,K03274,K03274,,,
3128,K00639,K00639,,,
3129,K00060,K00060,,,
3133,K09798,K09798,,,
3135,K15633,K15633,,,
3137,K03676,K03676,,,
3138,K03071,K03071,,,
3139,K00057,K00057,,,
3140,K00640,K00640,,,
3141,K03769,K03769,,,
3142,K03656,K03656,,,
3144,K03732,K03732,,,
3145,K03671,K03671,,,
3146,K03628,K03628,,,
3147,K02851,K02851,,,
3148,K05790,K05790,,,
3149,K01791,K01791,,,
3150,K02472,K02472,,,
3151,K16704,K16704,,,
3152,K02805,K02805,,,
3153,K16693,K16693,,,
3154,K12582,K12582,,,
3155,K02853,K02853,,,
3156,K02852,K02852,,,
3157,K03293,K03293,,,
3162,K02498,K02498,,,
3163,K02496,K02496,,,
3164,K01719,K01719,,,
3165,K01749,K01749,,,
3166,K05851,K05851,,,
3167,K06202,K06202,,,
3169,K01778,K01778,,,
3170,K09921,K09921,,,
3171,K03733,K03733,,,
3173,K03657,K03657,,,
3174,K03284,K03284,,,
3175,K05786,K05786,,,
3177,K01058,K01058,,,
3178,K03654,K03654,,,
3179,K05835,K05835,,,
3180,K05834,K05834,,,
3181,K01048,K01048,,,
3184,K03576,K03576,,,
3186,K01061,K01061,,,
3187,K00757,K00757,,,
3188,K09760,K09760,,,
3189,K03183,K03183,,,
3190,K03690,K03690,,,
3191,K03688,K03688,,,
3192,K03116,K03116,,,
3193,K03117,K03117,,,
3194,K03118,K03118,,,
3196,K05785,K05785,,,
3198,K05368,K05368,,,
3200,K07726,K07726,,,
3204,K00090,K00090,,,
3208,K02525,K02525,,,
3210,K08351,K08351,,,
3211,K03826,K03826,,,
3212,K01246,K01246,,,
3214,K08177,K08177,,,
3215,K12975,K12975,,,
3218,K12369,K12369,,,
3219,K12370,K12370,,,
3220,K12371,K12371,,,
3221,K12372,K12372,,,
3222,K00867,K00867,,,
3228,K03073,K03073,,,
3229,K02601,K02601,,,
3230,K02867,K02867,,,
3231,K02863,K02863,,,
3232,K02864,K02864,,,
3233,K02935,K02935,,,
3234,K03043,K03043,,,
3235,K03046,K03046,,,
3239,K03150,K03150,,,
3240,K03149,K03149,,,
3241,K03154,K03154,,,
3242,K03148,K03148,,,
3243,K00788,K00788,,,
3244,K03147,K03147,,,
3245,K07740,K07740,,,
3246,K03426,K03426,,,
3247,K01599,K01599,,,
3248,K05982,K05982,,,
3249,K09891,K09891,,,
3250,K05787,K05787,,,
3252,K01945,K01945,,,
3253,K00602,K00602,,,
3255,K00651,K00651,,,
3256,K01638,K01638,,,
3257,K01637,K01637,,,
3258,K00906,K00906,,,
3259,K13641,K13641,,,
3260,K00548,K00548,,,
3261,K03324,K03324,,,
3262,K19164,K19164,,,
3263,K19163,K19163,,,
3264,K06182,K06182,,,
3266,K03453,K03453,,,
3267,K00928,K00928,,,
3268,K01810,K01810,,,
3273,K13256,K13256,,,
3274,K10110,K10110,,,
3275,K10109,K10109,,,
3276,K10108,K10108,,,
3277,K10111,K10111,,,
3279,K05775,K05775,,,
3282,K03181,K03181,,,
3283,K03179,K03179,,,
3284,K00631,K00631,,,
3285,K00901,K00901,,,
3286,K01356,K01356,,,
3289,K09823,K09823,,,
3292,K05539,K05539,,,
3294,K00344,K00344,,,
3295,K02314,K02314,,,
3297,K00832,K00832,,,
3298,K03788,K03788,,,
3301,K03701,K03701,,,
3302,K03111,K03111,,,
3306,K13631,K13631,,,
3307,K13639,K13639,,,
3310,K03316,K03316,,,
3314,K14393,K14393,,,
3316,K01895,K01895,,,
3317,K11102,K11102,,,
3318,K07126,K07126,,,
3324,K01624,K01624,,,
3325,K09988,K09988,,,
3330,K00881,K00881,,,
3331,K17195,K17195,,,
3332,K10550,K10550,,,
3333,K10551,K10551,,,
3334,K10549,K10549,,,
3336,K01808,K01808,,,
3338,K06167,K06167,,,
3339,K09994,K09994,,,
3340,K05774,K05774,,,
3341,K06162,K06162,,,
3342,K05780,K05780,,,
3343,K05781,K05781,,,
3344,K06163,K06163,,,
3345,K06164,K06164,,,
3346,K06165,K06165,,,
3347,K06166,K06166,,,
3348,K02043,K02043,,,
3349,K02042,K02042,,,
3350,K02044,K02044,,,
3351,K02041,K02041,,,
3352,K04750,K04750,,,
3353,K06193,K06193,,,
3356,K02526,K02526,,,
3357,K03762,K03762,,,
3361,K02884,K02884,,,
3362,K00554,K00554,,,
3363,K02860,K02860,,,
3364,K02959,K02959,,,
3365,K03106,K03106,,,
3368,K03687,K03687,,,
3370,K00858,K00858,,,
3371,K03631,K03631,,,
3372,K06186,K06186,,,
3373,K09801,K09801,,,
3375,K03664,K03664,,,
3402,K15509,K15509,,,
3410,K02510,K02510,,,
3416,K07334,K07334,,,
3423,K00926,K00926,,,
3427,K06867,K06867,,,
3435,K06191,K06191,,,
3436,K03647,K03647,,,
3439,K02000,K02000,,,
3440,K02001,K02001,,,
3441,K02002,K02002,,,
3443,K15974,K15974,,,
3446,K01649,K01649,,,
3448,K07173,K07173,,,
3449,K01919,K01919,,,
3455,K03563,K03563,,,
3456,K01872,K01872,,,
3457,K03565,K03565,,,
3458,K03553,K03553,,,
3459,K03743,K03743,,,
3460,K02077,K02077,,,
3461,K02075,K02075,,,
3462,K02074,K02074,,,
3463,K08305,K08305,,,
3464,K02783,K02783,,,
3465,K02782,K02782,,,
3466,K02781,K02781,,,
3467,K00068,K00068,,,
3468,K02466,K02466,,,
3469,K02468,K02468,,,
3470,K02467,K02467,,,
3471,K12266,K12266,,,
3472,K12264,K12264,,,
3473,K12265,K12265,,,
3474,K07241,K07241,,,
3475,K04656,K04656,,,
3477,K03487,K03487,,,
3478,K02752,K02752,,,
3478,K02753,K02753,,,
3480,K08315,K08315,,,
3481,K15834,K15834,,,
3482,K15832,K15832,,,
3483,K15831,K15831,,,
3484,K15830,K15830,,,
3485,K15829,K15829,,,
3486,K15828,K15828,,,
3487,K15827,K15827,,,
3488,K15833,K15833,,,
3489,K04651,K04651,,,
3490,K04652,K04652,,,
3491,K04653,K04653,,,
3492,K04654,K04654,,,
3493,K04655,K04655,,,
3494,K15836,K15836,,,
3497,K03555,K03555,,,
3505,K03087,K03087,,,
3506,K06194,K06194,,,
3507,K00573,K00573,,,
3508,K03787,K03787,,,
3509,K06176,K06176,,,
3510,K01770,K01770,,,
3511,K00991,K00991,,,
3512,K05589,K05589,,,
3514,K00860,K00860,,,
3515,K00956,K00956,,,
3516,K00957,K00957,,,
3518,K09612,K09612,,,
3519,K00390,K00390,,,
3520,K00381,K00381,,,
3521,K00380,K00380,,,
3522,K01737,K01737,,,
3524,K01451,K01451,,,
3525,K08170,K08170,,,
3526,K10026,K10026,,,
3527,K01788,K01788,,,
3530,K01689,K01689,,,
3531,K01937,K01937,,,
3532,K04765,K04765,,,
3533,K00951,K00951,,,
3534,K03215,K03215,,,
3535,K07678,K07678,,,
3536,K00865,K00865,,,
3537,K01706,K01706,,,
3538,K13918,K13918,,,
3539,K03535,K03535,,,
3541,K06175,K06175,,,
3544,K15723,K15723,,,
3545,K06879,K06879,,,
3546,K06966,K06966,,,
3549,K01146,K01146,,,
3550,K06968,K06968,,,
3554,K01766,K01766,,,
3557,K08304,K08304,,,
3561,K14682,K14682,,,
3562,K03581,K03581,,,
3563,K03582,K03582,,,
3564,K01407,K01407,,,
3565,K03583,K03583,,,
3566,K02681,K02681,,,
3568,K02680,K02680,,,
3569,K02679,K02679,,,
3570,K00560,K00560,,,
3571,K13292,K13292,,,
3572,K08484,K08484,,,
